0,1,2,3
Azmin trailing in race for Hulu Kelang seat,KUALA LUMPUR: Perikatan Nasional’s Datuk Seri Mohamad Azmin Ali is trailing by 558 votes at present in the battle for the Hulu Kelang state seat in Selangor.,2023-08-12,Politics
Unofficial results: Tok Mat gets to keep Rantau,SEREMBAN: Unofficial results showed Umno deputy president Datuk Seri Mohamad Hasan has won Rantau in the Negri Sembilan state election.,2023-08-12,Politics
Unofficial: PH wins in Banting,KUALA LUMPUR: Pakatan Harapan has won in the Banting state seat in Selangor based on unofficial results released as of 8pm.,2023-08-12,Politics
"Selangor election: PH leading with 10 seats, PN leading with 2",SHAH ALAM: Unofficial results of the 56 state seats contested in Selangor showed that Pakatan Harapan (PH) is leading with 10 seats.,2023-08-12,Politics
Smooth polling in Penang; PH-BN set to return to power,GEORGE TOWN: Polling went on smoothly in Penang today without any major incident.,2023-08-12,Politics
Unofficial result for Negri Sembilan: Aminuddin leading in Sikamat,SEREMBAN: Unofficial results show caretaker Menteri Besar Datuk Seri Aminuddin Harun is leading the four-cornered contest for the Sikamat seat.,2023-08-12,Politics
Unofficial results: PH-BN wins 6 seats in Penang,GEORGE TOWN: Pakatan Harapan-Barisan Nasional has won at least six state seats.,2023-08-12,Politics
Penang state polls: DAP leading in all 19 seats the party is contesting,GEORGE TOWN: Unofficial results of the 19 state seats contested by Penang DAP showed its candidates leading in all the seats.,2023-08-12,Politics
N. Sembilan election: Can PN 'green wave' create upset against PH-BN pact?,"SEREMBAN: Following the Election Commission's (EC) declaration that all 99 voting locations statewide had closed as of 5pm today, all eyes are now focused on the results of the Negri Sembilan state election.",2023-08-12,Politics
(Unofficial) Muda candidate leads in Batu Tiga,SHAH ALAM: Muda candidate Syaidiyah Izzati Nur Razak Maideen is leading the unofficial vote counting for Batu Tiga constituency as of 7pm.  ,2023-08-12,Politics
EC looking into Sanusi revealing his vote incident,ALOR STAR: The Election Commission is looking into the issue of caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor showing his marked ballot paper while posing for press photographers this morning.,2023-08-12,Politics
Sanusi's boo-boo: Caretaker Kedah MB reveals his vote before placing it in ballot box,SIK: Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor may have committed a huge boo-boo today.,2023-08-12,Politics
Over 60 per cent turnout in five states as of 4pm,"PUTRAJAYA: Over 60 per cent of the eligible voters in five out of six states have cast their ballots as at 4pm in the state elections today, according to the Election Commission (EC).",2023-08-12,Politics
Four polling centres closed in Selangor as of 2pm,SHAH ALAM: Four polling centres for four state seats in Selangor closed at 2pm earlier today. ,2023-08-12,Politics
Three names will be presented to Pas president for MB post: Ahmad Yakob,TUMPAT: Pas leadership will submit the name of three potential candidates for the Kelantan Menteri Besar post to the president after the state election results are announced tonight. ,2023-08-12,Politics
"Ewon: Upko working to contest, win more state seats",PAPAR: The United Progressive Kinabalu Organisation (Upko) aspires to contest and win more seats in the state assembly. ,2023-08-12,Politics
Centenarian votes for the 15th time,"DUNGUN: Age is just a number for Terengganu’s oldest woman, Munah Adam, when it comes to voting.",2023-08-12,Politics
EC: Voter turnout exceeds 60pct in three states as of 3pm,"KUALA LUMPUR: With a few hours remaining until polling closes, voter turnout has exceeded the 60 per cent mark in three states as of 3pm, according to a report by the Election Commission.",2023-08-12,Politics
"Ahmad Yakob admits health, age his reason for bowing out as MB",TUMPAT: Caretaker Kelantan menteri besar Datuk Ahmad Yakob today admitted that health issues are the reason he decided to step down from the post.,2023-08-12,Politics
"Ahmad Yakob admits health, age his reason for bowing out as MB",TUMPAT: Caretaker Kelantan menteri besar Datuk Ahmad Yakob today admitted that health issues are the reason he decided to step down from the post.,2023-08-12,Politics
Civic duty comes first for bridegroom-to-be,"KUALA LUMPUR: Today is Abdul Qayyim Roslan’s wedding day, yet he still found time before his solemnisation ceremony to fulfil his civic duty in the Selangor election.",2023-08-12,Politics
99-year-old senior citizen leads 16 family members to vote,"MARANG: A 99-year-old senior citizen, accompanied by 16 family members from Kampung Rusila, captured attention when they arrived at the Sekolah Kebangsaan (SK) polling Centre to cast their votes in today's state election.",2023-08-12,Politics
Mohamad praises healthy campaign practices in Negri Sembilan,REMBAU: Barisan Nasional deputy chairman Datuk Seri Mohamad Hasan has praised the coalition for its clean campaign in the Negri Sembilan election.,2023-08-12,Politics
"PN can retain Kedah, Kelantan and Terengganu, says Dr Mahathir","ALOR SETAR: Tun Dr Mahathir Mohamad believed that Perikatan Nasional (PN) could retain the state governments in Kedah, Kelantan, and Terengganu. ",2023-08-12,Politics
Only a few states reach 50 per cent voter turnout by 2pm,KUALA LUMPUR: Only a handful of states have achieved a voter turnout of 50 per cent as of 2pm today.,2023-08-12,Politics
"KJ blames voter fatigue, bad weather for low voter turnout [NSTTV]","SEREMBAN: Voter fatigue from too much politicking and bad weather may have deterred more people from going out to vote in the state elections, former Rembau member of Parliament Khairy Jamaluddin said.",2023-08-12,Politics
Ahmad Yakob yet to cast his vote,"TUMPAT: Most state leaders have cast their votes, but caretaker Menteri Besar Datuk Ahmad Yakob has yet to do so.",2023-08-12,Politics
Voters at Gombak polling centre able to cast for votes in mere minutes,KUALA LUMPUR : The polling centre at SK Taman Seri Gombak 2 is seeing a lesser voter turnout than the 15th General Election (GE15).,2023-08-12,Politics
Megat Zulkarnain confident in positive voter support in Gombak Setia [NSTTV],GOMBAK: Datuk Megat Zulkarnain Omardin expressed his confidence that voters in Gombak Setia would vote for a stable government that could bring them prosperity. ,2023-08-12,Politics
Low voter turnout at SK Klang Gates polling centre.,"KUALA LUMPUR: Despite favourable weather conditions in the area, voter turnout was low at the SK Klang Gates polling station.",2023-08-12,Politics
KJ: Zahid unlikely to step down if Umno performed poorly in polls,SEREMBAN: Khairy Jamaluddin does not believe Umno president Datuk Seri Dr Ahmad Zahid Hamidi will step down if the party performs badly in the state elections.,2023-08-12,Politics
[Updated] Unsealed ballot box: PN's candidate to lodge police report,"GEORGE TOWN: Perikatan Nasional candidate for the Paya Terubong state seat, Andrew Ooi, has lodged two police reports over unsealed ballot boxes.",2023-08-12,Politics
Sanusi's brother turns down job offer abroad to exercise his voting rights,"SIK: Shabudin Md Nor, the elder brother of Kedah Menteri Besar Datuk Seri Muhammad Sanusi turned down two job offers in Saudi Arabia and Qatar so he could cast his vote in today’s state polls. ",2023-08-12,Politics
Mohd Amar confirms that Ahmad does not want to stay on as menteri besar,KOTA BARU: Datuk Mohd Amar Nik Abdullah has confirmed that Datuk Ahmad Yakob did not want to return as the Kelantan menteri besar.,2023-08-12,Politics
"Elderly woman on stretcher, casts vote",GEORGE TOWN: Bayan Baru member of parliament Sim Tze Tzin wants voters to come out to vote.,2023-08-12,Politics
"No excuse not to vote, says 86-year-old former teacher","SELAYANG: Advanced age and reliance on a walking stick to aid mobility are no deterrents for Dahlan Abdul Ghani, 86, as he zealously heads to the polling station to participate in the Selangor elections. ",2023-08-12,Politics
'I have been voting since the time of the sailing ship logo,"SEKINCHAN: A senior citizen, who turned up early at a polling centre here today has never missed out a chance to cast his ballot.",2023-08-12,Politics
"Abdul Hadi: Change in Kelantan MB,Deputy MB to give new spirit","MARANG: Pas president Tan Sri Abdul Hadi Awang said the decision to change the Kelantan Menteri Besar and Deputy Menteri Besar, if Pas is given the mandate again, is to give the state a new spirit.",2023-08-12,Politics
BN candidate for Dusun Tua arrives at SK Semenyih to cast vote,SEMENYIH: Barisan Nasional (BN) candidate for the Dusun Tua state seat Datuk Johan Abd Aziz arrived at Sekolah Kebangsaan Semenyih to cast his vote at 10.59am.,2023-08-12,Politics
BN candidate for Dusun Tua arrives at SK Semenyih to cast vote,SEMENYIH: Barisan Nasional (BN) candidate for the Dusun Tua state seat Datuk Johan Abd Aziz arrived at Sekolah Kebangsaan Semenyih to cast his vote at 10.59am.,2023-08-12,Politics
Low voter turnout at Taman Templer's polling station: Candidate hopes for a boost later in the day,SELAYANG: Perikatan Nasional’s Taman Templer candidate Zaidy Abdul Talib hopes the crowds of voters at the SJK(C) Selayang Baru polling station will increase later today. ,2023-08-12,Politics
"State Polls: Dr Mahathir, Siti Hasmah cast ballots in Anak Bukit",ALOR SETAR: Former prime minister Tun Dr Mahathir Mohamad cast his vote for the Anak Bukit state seat in the Kedah State Election at Sekolah Kebangsaan Titi Gajah here at 9.22am today.,2023-08-12,Politics
"Vote wisely, Pas sec-gen tells Kelantan voters","KOTA BARU: ""I hope Kelantan voters will make wise decisions in this state election,"" said Pas secretary-general Datuk Seri Takiyuddin Hassan.",2023-08-12,Politics
Voters begin casting ballots in Semenyih amid enhanced accessibility efforts at polling centre,"KUALA LUMPUR: With the Selangor state election in full swing, voters have begun arriving at the Sekolah Kebangsaan Semenyih polling centre to exercise their democratic rights.",2023-08-12,Politics
"Allow workers to vote, Rina Harun tells employers",SHAH ALAM: Batu Tiga seat candidate Datuk Seri Rina Harun hopes that employers will not prevent their staff from exercising their right to vote in the ongoing state elections.,2023-08-12,Politics
"Mohd Amar, wife arrive at polling centre about 8.20am",KOTA BARU: Caretaker deputy menteri besar Datuk Mohd Amar Nik Abdullah arrived at the SK Panji polling centre to cast his vote today.,2023-08-12,Politics
"'I'm tired and eager to rest afterwards,' says PH candidate Altimet","KUALA LUMPUR: Syed Ahmad Syed Abdul Rahman Alhadad, widely known as Altimet, the Pakatan Harapan (PH) candidate for the Lembah Jaya state seat, expressed his weariness following a period of intense campaigning.",2023-08-12,Politics
Azmin arrives at SK Klang Gate to cast his vote [NSTTV],KUALA LUMPUR: Perikatan Nasional’s Hulu Kelang candidate Datuk Seri Mohamed Azmin Ali is optimistic that the coalition will be able to form the new Selangor government tonight.,2023-08-12,Politics
Negri set to remain in PH-BN fold," Pakatan Harapan, alongside its political partner in the unity government, Barisan Nasional, is expected to retain control of Negri Sembilan with a two-thirds majority when some 860,000 registered voters in the state go to the polls today.",2023-08-12,Politics
PH-BN may miss super-majority in Penang,"Unlike the last two general elections, campaigning here has been somewhat subdued for the two main coalitions contesting, namely Pakatan Harapan-Barisan Nasional (PH-BN) and Perikatan Nasional (PN).",2023-08-12,Politics
11 seats may decide Kedah outcome, The grand battle for Kedah is expected to go down to the wire although Pas-led Perikatan Nasional is seen as having a slight advantage in securing a simple majority of 19 seats to retain the state.,2023-08-12,Politics
All eyes fixed on Selangor showdown,"With the end of campaigning at midnight, 9.67 million voters are set to cast their ballots today in six states —  Kedah, Penang, Selangor, Negri Sembilan, Kelantan and Terengganu. ",2023-08-12,Politics
"Muhyiddin's vaccine victory lap, 'raise your hands' for PN",KUALA LUMPUR: Perikatan Nasional (PN) chairman Tan Sri Muhyiddin Yassin last night said that the coalition's effort successfully brought the country out of the Covid-19 pandemic.,2023-08-12,Politics
